des_id, sight_id, name, num_comment, description,summary, phone, site, duration, open_time, location
10136, 5423057, 九寨沟风景区, 2864, 九寨归来不看水,九寨沟是一条被森林所覆盖的山沟，因有九个藏族村寨坐落在这片高山湖泊群中而得名。世界自然遗产、国家AAAAA级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络。动植物资源丰富，具有极高的美学旅游价值。景区内生物多样性丰富，物种珍稀性突出。九寨沟以高山湖泊群、瀑布、彩林、雪峰、蓝冰和藏族风情并称“九寨沟六绝”，号称“水景之王”。春和景明，花开浪漫；夏绿九寨，恣意清凉；彩林漫漫，炫雅妩媚；冰雪童话，灵韵冬色。, 0837-7739753, https://www.jiuzhai.com/, 1天以上, 08:30-17:00(1月1日-12月31日周一-周日)tips:景区实行限时段开放，于2019年9月27日起部分景观恢复开放(试运行)。开放区域为扎如沟的扎如寺、树正沟（火花海除外）、日则沟(诺日朗至五花海段景点)、则查洼沟。景区根据恢复重建情况，实行单日最大限量控制，目前最大限量为每天5000人，超过最大限量，景区当日将不再接待游客。, 四川省阿坝藏族羌族自治州九寨沟县301省道扎如寺路段
10136, 9378972, 九寨千古情景区, 410, ,九寨千古情景区由中国演艺第一股——"宋城演艺"倾力打造，是九寨沟大型主题公园，是一座活着的藏羌古城，是九寨的城市文化中心和夜游理想目的地。景区毗邻九寨沟景区，地理环境优越。这里有色嬷女神造像、转经筒、唐卡谷，有九寨沟藏碉、羌寨，有空中茶马古道串联起马帮广场、茶马驿站、千佛洞、吐蕃集市，让你体验原汁原味的藏羌风情。此外，这里还有圣水街和酒吧街，让你与九寨沟的水来一次亲密接触和浪漫邂逅。古城内古今人物快闪穿越、藏羌歌舞、抛彩球、藏族傩戏、民间绝技等演出目不暇接，带你进入一次奇幻的穿越之旅。核心项目大型歌舞《九寨千古情》极度震撼、视觉盛宴，是一生必看的演出。九寨千古情景区，玩的就是穿越！, 0837-7767999;4008888518;0837-7767660;18508372929, http://宋城集团.com/, 3小时以上, 周一至周日08:30-17:00tips:景区实行限时段开放，于2019年9月27日起部分景观恢复开放(试运行)。, 四川省阿坝藏族羌族自治州九寨沟县漳扎镇九寨千古情景区
10136, 8664, 甘海子, 196, 甘海子是一个天然草甸牧场，一派高原牧场风光，是个拍摄婚纱照的好去处。,甘海子学名芳草海，位于松潘县和九寨沟县交界处的弓杠岭，在九寨沟回成都的路旁能够看到。这里原是一处高山湖泊，后因地质变化，出水口扩大，所以当地百姓俗称“干海子”。其实，“干海子”并不干，这里四周远山层叠，森林茂密，海子中溪水蜿蜒，芳草萋萋，如天鹅绒地毯铺满大地，夏秋季野花点缀其间，牛羊骡马成群，冬春时则一片深黄，与周围的雪山红叶相映成趣。因此，人们逐渐就把“干海子”叫成了“甘海子”。甘海子景区有金犀牛海、芳草海、九曲彩河组成的湖泊群，以此为中心，周围的高山峡谷中河瀑分布密集，原始森林茂密，高山植物垂直带谱景观明显。甘海子还有博物馆、寺庙、经筒阵、塔林、祭祀祖坛、藏羌碉楼群等旅游景点。, 0837-7739753, , 1-3小时, 08:30-17:00(01月01日-12月31日周一-周日)tips:景区实行限时段开放，于2019年9月27日起部分景观恢复开放(试运行)。, 四川省阿坝藏族羌族自治州九寨沟县甘海子潘县和交界处的弓杠岭甘海子景区
10136, 1378876, 阿坝藏族羌族自治州九寨沟旅游景区, 38, ,九寨沟国家级自然保护区位于四川省阿坝藏族羌族自治州南坪县境内，距离成都市400多公里，是一条纵深40余公里的山沟谷地，因周围有树正寨、荷叶寨、则查洼寨等九个藏族村寨而得名，总面积约620平方公里，大约有52%的面积被茂密的原始森林所覆盖。九寨沟是中国第一个以保护自然风景为主要目的的自然保护区，同时，也是中国唯一拥有“世界自然遗产”和“世界生物圈保护区”两顶桂冠的圣地，因其独有的原始景观，丰富的动植物资源被誉为“人间仙境”。九寨沟为全国重点风景名胜区和全国文明风景旅游区示范点，并被列入世界遗产名录。保护区于1978年建立，1988年经国务院批准成为国家级自然保护区。1992年被联合国教科文组织列入《世界自然遗产名录》，1994年经国务院批准晋升为国家级自然保护区。2007年5月8日，阿坝藏族羌族自治州九寨沟旅游景区经国家旅游局正式批准为国家5A级旅游景区。, 0837-7739753, , 1天以上, 周一至周日08:30-17:00tips:景区实行限时段开放，于2019年9月27日起部分景观恢复开放(试运行)。, 四川省阿坝藏族羌族自治州九寨沟县漳扎镇九寨沟风景名胜区
10136, 23842, 九寨沟沟口, 269, ,九寨沟沟口位于四川省阿坝藏族羌族自治州九寨沟县漳扎镇，此处有九寨沟售票厅、景区入口、沟口广场面积大，可容纳很多游客；并且设有购物商店、咖啡厅、酒店，是离九寨沟景区最近的场所。, , , 1小时以下, 08:30-17:00(1月1日-12月31日周一-周日)tips:景区实行限时段开放，于2019年9月27日起部分景观恢复开放(试运行)。, 四川省阿坝藏族羌族自治州九寨沟县漳扎镇九寨沟风景名胜区沟口
10011, 6013197, 喇荣五明佛学院, 1682, 在这成片的红色房子间，感受那份震撼，感受僧人的那份虔诚,喇荣五明佛学院，是全世界最大的佛学院，可以观赏数万僧房密布山坡的奇观。在转经塔西南方向满是经幡的山坡上可以俯视整片佛学院，这里可以拍摄出整个佛学院的全貌。以中心的经堂为界，坡上是喇嘛的领地，坡下则住着觉姆，大殿旁边分布着一些餐厅和商店。绛红色的藏式平房连绵几公里，住着成千上万的喇嘛和觉姆，非常壮观。, 0836-8523811, , 3小时以上, 全天, 四川省甘孜藏族自治州色达县洛若乡(距县城约20公里)
10011, 5432007, 色达天葬台, 993, 当地人为死者举行天葬的地方，亲临现场感受那份虔诚,色达天葬台建造在地势相对平坦的半山缓坡上，用铁栏半围出一块篮球场一样大的平地，那便是进行天葬的地方。天葬，就是将死者的尸体供养给鹫鹰，鹫鹰食后飞上天空，藏族则认为死者顺利升天。天葬师随即将尸体衣服剥去，按一定程序肢解尸体，肉骨剥离。最后用哨声呼来鹫，按骨、肉顺序别喂食。, , , 1-3小时, 13:00-16:00(仪式举行时间)，全天(景区)(1月1日-12月31日周一-周日)tips:每天时间会有差异，建议以当天时间为准, 四川省甘孜藏族自治州色达县县城东南7公里处
10011, 7919572, 色达县城, 218, ,色达县是四川省甘孜藏族自治州下辖的一个县。位于甘孜州东北部，北纬31°38′-33°20′，东经98°48′-101°00′。地处四川省、青海省以及阿坝州、甘孜州、青海省果洛州相交处，以及壤塘县、甘孜县、炉霍县、石渠县、达日县、班玛县的结合部，东邻阿坝藏羌族自治州壤塘县，北与青海省班玛、达日两县接壤，西、南分别与甘孜州的甘孜、炉霍两县毗邻。, , , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州色达县
10011, 6477827, 东嘎寺, 106, 已有三百多年历史的红教寺庙，现有三百多名僧众在此常住修学,东嘎寺是藏区著名的红教寺庙，被列为色达三大寺庙之一。寺庙由曲锡吾金创建于公元1686年，坐落在一座形似白色海螺的神山上，殿堂内塑有释迦牟尼坐像一尊，三面绘有宗教壁画，红柱上雕龙刻花，色彩艳丽夺目，气氛庄重肃穆。寺院每年都举行各种大小法会，尤其在三月初一至初十举行的莲师祈愿大法会期间，僧众诵经祈愿世界和平、众生安乐，并进行表演藏戏、跳金刚舞等佛事活动，盛况空前，游客也可在此参观感受。目前寺院设有显密讲学院和闭关禅修院，有四百余僧众常住修学。, 0836-8523707, http://www.donggasi.com/index.html, 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州色达县县城西郊约6公里处
10011, 15241626, 药王神山, 18, ,, , , , 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州色达县V18县道东50米
10143, 5666, 峨眉山, 1581, 四大佛教名山，震撼的大自然的鬼斧神工，感受佛教文化的传承,峨眉山是佛教名山，也是普贤菩萨的道场，山中众多的寺庙，让这里充满了佛陀的气息。山中的景色极美，四季各有美景可看。随海拔不同，分为低中高三个区。登顶金顶远眺，视野宽阔，景色壮丽，有一览众山小的气势。选择观看日出和云海都是人气项目。有时还会举办一些民俗活动。登顶后温差很大，建议上山的朋友做好衣物保暖。, 400-8196-333, http://www.ems517.com/, 1天, 07:00-16:00(观光车时间)(1月1日-12月31日周一-周日)tips:该时间为景区观光车营业时间，具体建议参考官网, 四川省乐山市峨眉山市黄湾镇
10143, 30925, 红珠山森林温泉, 68, 温泉依峨眉山势而建，环境优美。,源于峨眉山山区两河口地下，距今已经有两千年历史，温泉池依山势而建，是名副其实的“森林温泉”。温泉水源于峨眉山山区两河口地下3000米处深处循环增温的承压氡温泉，出水口温度49℃，无色无味，有多家温泉宾馆、会所，住宿档次也各不相同，可以满足各种度假需要。, 0833-5592215, http://www.hzshotel.com/, 1-3小时, 13:30-24:00(1月1日-12月31日周一-周日), 四川峨眉山报国寺旁红珠山温泉
10143, 2618773, 罗目古镇, 12, ,, , , , 全天(1月1日-12月31日周一-周日), 四川省乐山市峨眉山市罗目镇
10143, 33577444, 峨眉象城, 30, ,峨眉象城是由园林建筑群组成，整体建筑风格凌风古朴、气势恢宏，主要的旅游景观有：朝圣起点牌坊、大象景观18处（入口地标迎宾大象、象象如意葫芦水景、六象智慧照壁、象王朝圣、大象穿墙、大象求婚、大象邮差、群象戏水等）、非遗文化天空之幕、全家福姻缘墙拍照点、象城大剧院、戏楼、四合院、商铺等集朝圣、观赏游览、休闲娱乐等服务为一体，与大佛禅院对接，是通往大佛禅院、峨眉山的朝圣起点，是“人间”与“净土”的桥梁纽带，与大佛禅院共同组成了国家AAAA级峨眉山大佛禅院佛教文化旅游区。, 0833-5169999;18081346035, http://www.scemxc.com/, 3小时以上, 07:00-22:00(1月1日-12月31日周一-周日), 四川省乐山市峨眉山市大光明路6号（近大佛禅院）
10143, 7691431, 西南交通大学(峨眉校区), 64, 坐落在风景秀丽的峨眉山景区，素有"花园学府"之美誉,--西南交通大学峨眉校区坐落在风景秀丽的峨眉山景区，是西南交通大学“一校两地三校区”办学格局的重要组成部分，素有"花园学府"之美誉。--学校里有一条小道可以到报国寺，非常方便，具体怎么走问一下学校里的学生都知道。可以尝试学校食堂里的伙食，会比外面小饭馆便宜。--学校既然建在山里，校园里的路有些不平缓，有要爬的坡和台阶，不过不是很累。, , , 1-3小时, 免费, 四川省峨眉山市景区路1号(峨眉山景区东侧)
10091, 2436836, 香格里拉镇, 165, ,香格里拉镇位于四川省甘孜藏族自治州稻城县城南部71公里。北与赤土、巨龙乡相连，南邻各卡乡，东与蒙自、俄牙同乡和木里县水洛乡交界，西与木拉乡接壤。境内有风景优美的亚丁国家级自然保护区。, 18284386910, , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州稻城县香格里拉镇
10091, 34699, 夏诺多吉, 268, 意为“金刚手菩萨”，海拔5858米，3座雪山中造型最接近金字塔的,夏诺多吉意为“金刚手菩萨”，是“三怙主”雪山的东峰，海拔5958米，在“三怙主雪山”佛位第3。雪山的主峰为三棱锥状，在3座雪山中造型最接近金字塔，沿雪山两翼锋利的刃脊蜿蜒绵亘，刃脊背向光线的一侧呈暗影，蓝天中勾勒出的线条尖锐有型。1928年，洛克从木里第一次进入亚丁，最先亲密接触的就是夏诺多吉雪山。当他第一眼见到夏诺多吉，便被她迷人的身姿所吸引，他写道：“一座裁剪过的金字塔，在她两旁的山壁像是一只巨大的蝙蝠所展开的双翼，这是一处没有人知晓的仙景胜地。”, 028-85316020, , 1-3小时, 07:00-18:00(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州稻城县稻城亚丁景区内
10091, 34838528, 稻城亚丁亚丁观景台, 10, ,, , , , , 四川省甘孜藏族自治州稻城亚丁景区内
10091, 15290, 仁村, 21, ,仁村故事:相传在很久很久以前，有一位名叫益西拉姆的美貌女子，独自一人踏上了三怙主雪山朝圣之旅，路途上充满了各种艰辛困苦，所带食物用光后，面对困境她依然不忘初心，继续朝圣之旅。, , , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州稻城县仁村
10091, 34671, 龙同坝, 24, 亚丁风景区的入口，一道天然的大门,龙同坝位于大山的沟底，是亚丁风景区的入口。它的地理位置恰到好处，天生就是一道大门，所有的车辆都要在此止步，换乘景区电瓶车或选择骑马。从龙同坝走到冲古寺，虽然垂直高度只上升了200米，行走距离3公里左右，不过在近4000米海拔高度，对体力也是一个很大的考验。目前景区内有龙同坝和亚丁村可以住宿，龙同坝会比亚丁村方便一些。如果第二天早起去冲古寺看日出的话，走1-1.5小时就能到。, , , 1-3小时, 07:00-18:30；停止售票时间:18:30(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州稻城县亚丁景区
10236, 3457, 稻城亚丁, 1973, 摄影爱好者的天堂，被誉为“水蓝色星球上的最后一片净土”,主要由“仙乃日、央迈勇、夏诺多吉”三座神山和周围的河流、湖泊和高山草甸组成。它的景致保持着在地球上近绝迹的纯粹，有着独特的地貌和原生态的自然风光。是名副其实的“香格里拉之魂”，被国际友人誉为“水蓝色星球上的最后一片净土”。鲜花遍野的草场、流水潺潺的小溪、古朴幽深的海子、圣洁高耸的雪峰，从你的全世界路过。, 028-85316020, http://www.yading.cn/, 1天以上, 07:00-17:30；停止售票时间:17:00(1月1日-12月31日周一-周日)tips:开闭园及观光车发车时间可能因季节而变动，详情请参考官网, 四川省甘孜藏族自治州稻城县香格里拉镇稻城亚丁景区
10236, 6013197, 喇荣五明佛学院, 1682, 在这成片的红色房子间，感受那份震撼，感受僧人的那份虔诚,喇荣五明佛学院，是全世界最大的佛学院，可以观赏数万僧房密布山坡的奇观。在转经塔西南方向满是经幡的山坡上可以俯视整片佛学院，这里可以拍摄出整个佛学院的全貌。以中心的经堂为界，坡上是喇嘛的领地，坡下则住着觉姆，大殿旁边分布着一些餐厅和商店。绛红色的藏式平房连绵几公里，住着成千上万的喇嘛和觉姆，非常壮观。, 0836-8523811, , 3小时以上, 全天, 四川省甘孜藏族自治州色达县洛若乡(距县城约20公里)
10236, 15408, 折多山, 1233, 山路弯曲，翻过折多山后才是真正的藏区。,折多山被称为“康巴第一关”，因自二郎山隧道贯通后，折多山便成了川藏线上的第一座具有挑战性的高山。折多山是重要的地理分界线，过了折多山后才算是进入真正意义上的藏区。折多山的盘山公路是名副其实的“九曲十八弯”，遇下坡路段一定要注意减速慢行，避免发生意外。318国道在这里穿过了4298米的垭口后一路下行就进入了摄影家的天堂——新都桥。, 028-85316020, , 3小时以上, 全天, 四川省甘孜藏族自治州康定市折多山
10236, 6325784, 甲居藏寨, 774, 极具嘉绒藏族特色的藏民居村寨,以甲居藏寨为代表的丹巴藏寨，是中国最美的六大乡村古镇之首。寨楼构架和屋檐均为红色，墙体刷白色或原色相间，有日月星辰及宗教图案，美丽壮观。每年春节前夕，主人们会依照传统习俗，以当地的白泥巴为主要原料，精心涂染寨楼墙面。最佳游玩方式是到藏民家中参观或住宿，体验酥油茶和糌粑，感受藏家热情。, , , 3小时以上, 全天, 四川省甘孜藏族自治州丹巴县章谷镇甲居藏寨
10236, 6018060, 新都桥镇, 1427, 好摄之徒聚集地，可拍到绝美风景照,新都桥海拔约3300米，并没有突出的标志性景观，但沿线10余公里被称为“摄影家走廊”。地处在公路318国道南、北线分叉路口；山峦连绵起伏，藏寨散落其间，川西的平原风光美不胜收。藏式民居极有特点，有很宽敞的白墙院子和朱漆大门，窗檐上用红、黑、白等色彩描绘着象征人丁兴旺、五谷丰登之意的日月或三角形图案。因新都桥的风景在沿途，尤其是折多山到新都桥一段和新都桥到塔公一段；自助游新都桥建议包车，随时可停车。, , , 3小时以上, 全天, 四川省甘孜藏族自治州康定市新都桥镇
11942, 3457, 稻城亚丁, 1973, 摄影爱好者的天堂，被誉为“水蓝色星球上的最后一片净土”,主要由“仙乃日、央迈勇、夏诺多吉”三座神山和周围的河流、湖泊和高山草甸组成。它的景致保持着在地球上近绝迹的纯粹，有着独特的地貌和原生态的自然风光。是名副其实的“香格里拉之魂”，被国际友人誉为“水蓝色星球上的最后一片净土”。鲜花遍野的草场、流水潺潺的小溪、古朴幽深的海子、圣洁高耸的雪峰，从你的全世界路过。, 028-85316020, http://www.yading.cn/, 1天以上, 07:00-17:30；停止售票时间:17:00(1月1日-12月31日周一-周日)tips:开闭园及观光车发车时间可能因季节而变动，详情请参考官网, 四川省甘孜藏族自治州稻城县香格里拉镇稻城亚丁景区
11942, 15408, 折多山, 1233, 山路弯曲，翻过折多山后才是真正的藏区。,折多山被称为“康巴第一关”，因自二郎山隧道贯通后，折多山便成了川藏线上的第一座具有挑战性的高山。折多山是重要的地理分界线，过了折多山后才算是进入真正意义上的藏区。折多山的盘山公路是名副其实的“九曲十八弯”，遇下坡路段一定要注意减速慢行，避免发生意外。318国道在这里穿过了4298米的垭口后一路下行就进入了摄影家的天堂——新都桥。, 028-85316020, , 3小时以上, 全天, 四川省甘孜藏族自治州康定市折多山
11942, 6018060, 新都桥镇, 1427, 好摄之徒聚集地，可拍到绝美风景照,新都桥海拔约3300米，并没有突出的标志性景观，但沿线10余公里被称为“摄影家走廊”。地处在公路318国道南、北线分叉路口；山峦连绵起伏，藏寨散落其间，川西的平原风光美不胜收。藏式民居极有特点，有很宽敞的白墙院子和朱漆大门，窗檐上用红、黑、白等色彩描绘着象征人丁兴旺、五谷丰登之意的日月或三角形图案。因新都桥的风景在沿途，尤其是折多山到新都桥一段和新都桥到塔公一段；自助游新都桥建议包车，随时可停车。, , , 3小时以上, 全天, 四川省甘孜藏族自治州康定市新都桥镇
11942, 6018048, 塔公草原, 779, 距康定最近的一个纯牧区草原，可看热闹的赛马会,这是距康定最近的一个纯牧区草原，每年6月下旬至8月初，是塔公草原最美丽，最热闹的季节，幸运的话还能赶上盛大的传统赛马会。有些人认为这就是个草坝子，意思不大，但在摄影者的眼中，这是一处令人惊喜的取景地。塔公沿路野花尽享盛放，绿茵茵的草地上偶尔有白底蓝色图案的账蓬随意地支着，可能还会有牦牛、马或羊等悠闲吃草的身影闯进视野里，你的心情也会变得明朗而随意起来。塔公寺是塔公草原的重要组成部分，寺后面有三座山脉，山上有嘛尼经幡组成的三角形或四方形的众多旗阵，在风中招展，密密麻麻，尽管各种色彩在风雨中已丧失了曾经的艳丽，但不影响藏民的虔诚。据说经幡是由风读经于佛祖之耳。那是藏传佛教宗事部三怙山的三座神山。, , , 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州康定市塔公乡政府北侧
11942, 6326006, 木格措景区, 645, 川西北最大的高山湖泊，湖景一日多变,木格措又称“野人海”，也名“大海子”，是川西北最大的高山湖泊之一。这里海拔3700米，四周有群山森林，红海、黑海、白海等几十个小海子围绕，犹如众星捧月。木格措一日四时景，早晚不同天。清晨，雾锁海面，银龙般的云雾在水面翻卷，出现“双雾堕海”的动人景观。午后微风指面时，海面上“无风三尺浪，翻卷千堆雪”，下午海子周围的沙滩呈现一片耀眼的金黄色。天气晴好时，眺望远处的雪山，会有种圣洁仙境的感觉。, 028-85444922;0836-2828218, http://www.kangdingqingge.cn/index.php/Wap, 3小时以上, 07:30-16:30(旺季)(4月1日-11月30日周一-周日)08:00-16:30(淡季)(12月1日-次年3月31日周一-周日), 四川省甘孜藏族自治州康定市雅拉乡王母村康定情歌(木格措)风景区
10163, 13732, 都江堰景区, 4344, 建设于古代并使用至今的大型水利工程,是全世界迄今为止，年代最久、唯一留存、以无坝引水为特征的宏大水利工程。主要有鱼嘴分水堤、飞沙堰溢洪道、宝瓶口进水口三大部分构成，一直发挥着防洪灌溉的作用。都江堰附近景色秀丽，文物古迹众多，主要有伏龙观、二王庙、安澜索桥、玉垒关、离堆公园等。, 4001151222;028-87138587;028-82009797, http://www.djy517.com/, 1天, 08:00-17:30(12月1日-次年2月28日周一-周日)08:00-18:00(3月1日-11月30日周一-周日), 四川省成都市都江堰市公园路
10163, 2494961, 青城山, 2182, 四川有名的避暑胜地，素有“青城天下幽”之称,位于都江堰西部，是道教发祥地之一，素有“青城天下幽”之称。分为前山、后山两个景区，多数游客去的都是前山，后山更适合登山爱好者。前山面积较小，几乎百步就可看到一座宮观，在茂密的植被覆盖下古典而神秘。后山面积较大，保持了相当原始的风貌，宫殿香火虽不如前山，但更加清幽洁净。, 028-87111907;028-87288159, http://www.djy517.com/, 1天, 08:00-17:00(1月1日-12月31日周一-周日), 四川省成都市都江堰市青城山路青城山
10163, 30936, 南桥, 897, 夜晚南桥灯光旖旎，是拍夜景的好去处,南桥是南街与复兴街之间的一座雄伟壮丽的廊式古桥。南桥不仅有精致的门楼，桥梁更是雄伟壮观，结构考究。桥上还有各种彩绘，雕梁画栋，令人赏心悦目。桥边河畔是条热闹的美食街，有各种小摊饭馆及化妆成卡通人物的艺人表演。入暮后的南桥灯光旖旎，是拍夜景的好去处。, 028-87283890, , 1小时以下, 全天, 四川省成都市都江堰市花园路都江堰景区大门外侧
10163, 6737998, 赵公山, 193, ,赵公山是青城山的主峰，位于都江堰城区西侧，是户外徒步爱好者的理想登山之地。登山有两条线路西线：起点是群益村，可以在茶店子客运站乘坐前往水磨的大巴车。在曾家沟大桥下。联系当地包车司机。到登山点是50元一车。也可以在都江堰快铁站包车到登山点，一般是150元一车。西线难度比东线小。平均速度在2小时左右。有成型的木枝路。冬季需要冰爪。东线：起点是龙凤村。一般需时4.5小时（不负重）。山脚到半山腰的庆云寺大概要2小时，庆云寺到赵公庙大概需时2.5小时。登山的路大致分三段，第一段为石板路，比较好走；第二段为烂泥路，遇见下雨天非常滑，最好借助登山手杖(木枝)登山或下山；第三段为木枝路，比较好走。冬季登山需用雪爪才能上山。赵公庙有通铺，也可自己带睡袋帐篷。山顶食宿（晚饭+住宿+早饭）大概30元。可自己带食物上山加工。山顶温差大，晚上需要加厚衣服。下山大概需时三个半小时。在山顶可俯瞰都江堰城全景，当夜晚万家灯火之时十分美丽。, 028-87211179, http://www.chinazgs.com/, 1天, 全天(1月1日-12月31日周一-周日), 四川省成都市都江堰市玉堂镇境内
10163, 31013, 映秀镇, 199, ,, , , , 全天(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州汶川县
