id, name, img, num_people, detail
11642, 阿坝, http:\/\/p1-q.mafengwo.net\/s7\/M00\/19\/22\/wKgB6lSiYuGAbUQTAAfVmiYpX5k982.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 5324, 阿坝州位于我国四川省，它保留了世界上别的地方早已绝迹的动植物资源，如熊猫、珙桐等活化石；保留了在工业文明中难以找到的静谧、古朴的壮丽自然景观，如九寨沟、黄龙等世界自然遗产。阿坝草原辽阔，雪山耸列，江河纵横，融气势磅礴、广袤宽阔、俊秀幽深于一体。地形地貌复杂、沟谷交错、气候多样，构成独特的地理环境，阿坝州被世界旅游专家誉为世界生态旅游最佳目的地。
10134, 四姑娘山, http:\/\/n1-q.mafengwo.net\/s7\/M00\/E7\/77\/wKgB6lSiJrqAEPe_AAWXm88naao942.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3913, 四姑娘山是横断山脉东部边缘邛崃山系的最高峰，人称“蜀山皇后”。四姑娘山位于四川省阿坝藏族羌族自治州小金县与汶川县交界处，由四座长年被冰雪覆盖的山峰组成。其中幺妹身材苗条、体态婀娜，常说的“四姑娘”就是指这座最高最美的雪峰，四姑娘山被列为我国十大登山名山之一。四姑娘山由四座连绵不断的山峰组成，它们从北到南分别为四姑娘山、巴郎山和双桥沟、长坪沟、海子沟等几部分，距成都220公里。景区内自然生态保护良好，植被茂盛，生物种类繁多，被列为国家级风景名胜区、国家级自然保护区。
10564, 若尔盖, http:\/\/n1-q.mafengwo.net\/s7\/M00\/FE\/EE\/wKgB6lSiRDyAVgKfAAbia361-g4413.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 4666, 若尔盖县地域辽阔，资源富集，优势突出。若尔盖草原动植物种类繁多，物产丰富，旅游资源丰富而独特。分布有国家湿地保护区、黑颈鹤保护区、梅花鹿保护区，栖息着黑颈鹤、藏鸳鸯、白鹳、梅花鹿、小熊猫等珍禽异兽。还盛产麝香、虫草、贝母、鹿茸、雪莲等名贵药材。
10510, 康定, http:\/\/b1-q.mafengwo.net\/s7\/M00\/04\/88\/wKgB6lSiS7GAchCCAAbqFdl5Afk114.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 7179, 康定县，享誉世界的历史文化名域，藏语为达者都，意为三山相峙，两水交汇的地方。康定县以其得天独厚的自然风光、独具特色的藏族文化和古朴神奇的民风民俗而著名，国家级贡嘎山风景名胜旅游区的重要景点大多就分布在县境内。康定，不仅风光独好，也是全甘孜州旅游的中转站，极富高原民族风情特色。
11327, 海螺沟, http:\/\/n1-q.mafengwo.net\/s7\/M00\/01\/8F\/wKgB6lSiR-eAHdSmAAcKl9xchIw233.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 5058, 海螺沟地处横断山系的核心地带，境内延绵着众多终年积雪、冰清玉洁的雪山，巍峨地屹立于群峰之巅，高大险峻、气势磅礴。低处山谷的棕榈树、青翠的竹林到原始森林的参天古木、山花烂漫的大片野生杜鹃，直至高海拔色彩缤纷的草本野花和第一植被，与清冽的流水相伴顺流而下，让人感叹大自然的神奇造化。
10323, 青城山, http:\/\/b1-q.mafengwo.net\/s6\/M00\/82\/CF\/wKgB4lKDE1KAfJNzABVU7I1xsO484.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 8212, 青城山，古称丈人山。因林木清幽，四季常青，故名青城山。素有“青城天下幽”之美誉。素有“拜水都江堰，问道青城山”之说。青城山分为前山和后山两大景区。前山景色优美，文物古迹众多，主要景点有建福宫、天然图画、天师洞、朝阳洞、祖师殿、上清宫等；后山主要景点有金壁天仓、圣母洞、山泉雾潭、白云群洞、天桥奇景等，十分值得游览。
12112, 雅安, http:\/\/n1-q.mafengwo.net\/s7\/M00\/28\/4F\/wKgB6lSic_uAUyCNAAjK2RX3MiU043.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 7555, 雅安不仅是一座山水相间的城市，还是一座碧茶飘香的城市，又是一座因大熊猫而名扬四海的城市。这里自然风光、历史人文独具特色，雅安的上里古镇、望鱼古镇等是南丝绸之路上的重要驿站，素有“川西咽喉”“西藏门户”“民族走廊”之称；又是茶马古道上的重镇，雅安是世界茶文化的发源地，蒙顶山是公认的世界茶文化圣山。城内造型独特、风格迥异的桥梁将南北城区连成一片，树木葱笼，雅致秀美的城市休闲公园，彰显着这座历史文化名城的历史人文、 自然风貌、民俗风情。
11630, 西昌, http:\/\/n1-q.mafengwo.net\/s6\/M00\/3F\/3F\/wKgB4lJHg7qAJn7LAAJkjai6hYc21.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 4576, 西昌市位于四川省西南部，是中外驰名的中国航天城、享誉于世的东方月城，是凉山彝族自治州的首府，是全州政治、经济、文化和交通的中心，是凉山州对外开放的门户。近年来，其“养在深闺人未识”的山水阳光和独特风情，吸引了越来越多的游客和商业投资，发展势头迅猛。
17315, 牛背山, http:\/\/b1-q.mafengwo.net\/s7\/M00\/D9\/19\/wKgB6lSiFVeACr6iAAFigxv6GLg33.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2733, 牛背山朝青衣江一侧，视野开阔，云海壮丽，被誉为“中国最大的观景平台”，是绝佳的摄影圣 地。登高远望，泥巴山、娘娘山、瓦屋山、峨眉山、夹金山、四姑娘山和二郎山在前，大渡河大峡谷在后，几乎天府之国的所有名山峻岭在此时都变成了玲珑盆景。
10462, 毕棚沟, http:\/\/n1-q.mafengwo.net\/s7\/M00\/66\/17\/wKgB6lOz1iWAMIYWAAJmGJfGB0c80.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1507, 毕棚沟原始生态景区位于理县朴头梭罗沟境内，四姑娘山北麓，海拔高度在2000~5000米，幅员180平方公里，是国内非常知名的红叶观赏圣地，景区内繁花似锦，树木成林，还有瀑布飞挂、万年冰川等奇观，令人流连忘返。
14727, 新都桥, http:\/\/n1-q.mafengwo.net\/s7\/M00\/93\/A5\/wKgB6lPgPbmATK78AAITKCHyNXA69.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 5949, 新都桥地处川藏线南北分叉路口，北通甘孜、南接理塘，是从西藏通往康定的必经之路，距离成都437公里，距离康定城80公里。这里如诗如画，柏杨叶子金黄，草原无垠宽广，山峦连绵起伏，所有的地方像被阳光施了魔法一样光泽动人，是令人神往的“摄影天堂”。
18084, 西岭雪山, http:\/\/b1-q.mafengwo.net\/s7\/M00\/16\/46\/wKgB6lSiX8SAbasfAAHfVdcdd2E67.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2997, 西岭雪山位于四川省成都市大邑县境内，距成都仅95公里，因唐代大诗人杜甫的千古绝句“窗含西岭千秋雪，门泊东吴万里船”而得名。景区内有终年积雪的大雪山，海拔5364米，为成都第一峰。游客不仅能在雪山上滑雪，还能参加雪上摩托、森林狩猎、坐热气球、弹跳飞人等乐趣无穷的活动。
13663, 绵阳, http:\/\/n1-q.mafengwo.net\/s7\/M00\/35\/DE\/wKgB6lSihcGAAzjbAAd82R8lhmI112.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 5498, 绵阳历史悠久，已有2200多年建城史，嫘祖文化、大禹文化、三国蜀汉文化、李白文化、文昌文化等历史传统文化底蕴深厚。拥有“北川羌城旅游区”5A级景区，七曲山大庙、九皇山、报恩寺、窦圌山和江油李白纪念馆等7个4A级景区，还有以李白故里、翠云廊、富乐山、越王楼、报恩寺为主的历史文化景区，十分值得游览。
10838, 阆中, http:\/\/p1-q.mafengwo.net\/s5\/M00\/DB\/A7\/wKgB3FEwpZKAQ4XZABB3TF1MIGE91.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3009, 阆中古城位于四川盆地，已有2300多年的建城历史，一直为古代巴蜀军事重地，历史悠久，文化灿烂。阆中名胜众多，名人荟萃，四面环山，水绕三方，形成天然屏障，有“阆苑仙境”、“阆中天下稀”之美誉。古城阆中的建筑风格体现了我国古代的居住风水观，棋盘式的古城格局，融南北风格于一体的建筑群，形成“半珠式”、“品”字型、“多”字型等风格迥异的建筑群体，是中国古代建城选址“天人合一”完备的典型范例。
10691, 汶川, http:\/\/b1-q.mafengwo.net\/s7\/M00\/A1\/E4\/wKgB6lSouG6AdiD5AAe5t_GiwxI921.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 6434, 走进汶川，你可以去感受世界上最古老的羌文化，欣赏绚丽的羌族刺绣，观看历经千载而不倒的羌寨、碉房和邛笼仍在雪山下耸立，还有被称为世界桥梁先驱的悬筒和溜索仍在峡谷上空荡漾；如果你是冒险家，你可以在这里攀岩、漂流、滑翔、科学探险、野营、生存挑战等，累了来一场西羌药蒸，既可陶冶身心，又可以强健体魄。
10403, 丹巴, http:\/\/p1-q.mafengwo.net\/s7\/M00\/30\/13\/wKgB6lSifeGAIrQRAAkQgXxYH0I940.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3496, 丹巴，被誉为“中国最美丽的乡村”，位于四川省甘孜藏族自治州。丹巴旅游资源丰富多彩，自然风光神奇美丽，“天然盆景”、党岭风光，集雪山、森林、海子、温泉、草甸于一体；墨尔多神山，纳山、水、林、崖、洞108圣景于一炉，是休闲度假、探险旅游、回归自然的最佳去处。还有古碉、莫斯卡格萨尔石刻等人文景观，出了阿兰·达瓦卓玛这样女子的美人谷，可谓人杰地灵。
10347, 贡嘎, http:\/\/p1-q.mafengwo.net\/s7\/M00\/09\/CA\/wKgB6lSiUruAdAdGAATE0XLF8Z4933.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3344, 贡嘎，藏语意为“寨后白山，山顶白色”。贡嘎山被誉为“蜀山之王”，是四川省内第一高峰。主峰周围林立着145座海拔五六千米的冰峰，形成了群峰簇拥、雪山相接的宏伟景象。中国最大的冰瀑布也位于贡嘎，每当雪崩发生时，冰雪飞腾，响声如雷，气势磅礴壮观。冰山湖泊星罗棋布，10多个高原湖泊分布于景区内，著名的有木格错、五须海、人中海、 巴旺海等，或在冰川脚下，或为森林环抱，水色清澈透明，保持着原始、秀丽的自然风貌，仿若“瑶池仙境”。
10816, 泸定, http:\/\/p1-q.mafengwo.net\/s7\/M00\/B1\/15\/wKgB6lSoy_eABAQWAAb4DtuIgf0554.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 5697, 泸定县位于四川省西部，邛崃山脉与大雪山脉之间，大渡河由北向南纵贯全境。泸定县城已有两千多年历史，特别是康熙皇帝亲赐"泸定桥"因红军在此取得辉煌胜利而蜚声中外，成为各地游客慕名前来的著名景点。另外，泸定居住着汉、藏、彝、回、羌等多个少数民族，能体验到各异的民族风情。
12555, 宜宾, http:\/\/b1-q.mafengwo.net\/s7\/M00\/34\/EF\/wKgB6lSihAqAGnmmAAcxP551FlM798.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 4073, 宜宾是著名的中国历史文化名城，举世闻名的名酒五粮液，便产于这里，发达的酿酒工业使宜宾成为名副其实的“中国酒都”。宜宾是南丝绸之路的起点，素有“西南半壁古戎州”的美誉，因金沙江、岷江在此汇合，长江至此始称“长江”，故宜宾也被称为“万里长江第一城”。宜宾的蜀南竹海、石海洞乡举世闻名，一定不可错过。
14669, 广元, http:\/\/p1-q.mafengwo.net\/s7\/M00\/A5\/82\/wKgB6lSovUuAdVczAAoNnH70NMQ951.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3133, 广元，位于四川省北部，川陕甘三省交汇处，是中国历史上唯一的女皇帝武则天的诞生地，是三国历史文化的重要走廊。广元境内物产丰富、风景秀美，拥有众多的名胜古迹和游览景点：皇泽寺是女皇帝武则天的祀庙；千佛崖被誉为“历代石刻艺术陈列馆”；剑门蜀道以广元为中心地带；还有“天下雄关”剑门关、“三百里程十万树”的翠云廊以及千仞绝壁之上的古栈道遗址等，充分展现了这座历史、文化、旅游名城的风采。
10162, 黄龙, http:\/\/n1-q.mafengwo.net\/s7\/M00\/12\/92\/wKgB6lSiW5SADip-AAkaF8g1QPg522.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1947, 位于四川省阿坝藏族羌族自治州松潘县境内，以彩池、雪山、峡谷、森林“四绝”著称于世，是中国唯一的保护完好的高原湿地。黄龙风景区是一个景观奇特、资源丰富、生态原始、保存完好、具有重要科学和美学价值的风景名胜区，被誉为“人间瑶池”，顶峰大概4000米，迎宾彩池、飞瀑流晖、洗身洞、金沙铺地、争艳池、黄龙寺、五彩池等景点，亲身体验“彩池、滩流、雪山、峡谷、古寺、民俗”六绝的独特魅力。
15128, 眉山, http:\/\/b1-q.mafengwo.net\/s7\/M00\/E9\/B4\/wKgB6lSpBtGAcHb6AAl1vnKC6OI527.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2922, 眉山，位于成都平原西南部，是大文豪苏东坡的故乡，名人辈出，人文旅游资源丰富。除此之外，眉山还有许多的美丽景观，如瓦屋山国家森林公园、黑龙潭风景名胜区、彭祖山（原名：仙女山）、彭山江口汉崖墓、牛角寨大佛、中岩寺等。另外， 眉山的美食也是不得不尝。
10509, 理塘, http:\/\/n1-q.mafengwo.net\/s7\/M00\/A2\/49\/wKgB6lSjcW2ADEIgAAV-4eyV5Gg003.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 4351, 理塘，藏语意为平坦如铜镜的草坝，因县内有广袤无垠的毛垭大草原而得名。县城海拔4014米，素有“世界高城”之称。理塘寺是理塘的著名景点，又名长青春科尔寺，为康区南部最大的黄寺庙，素有“康南佛教圣地”之称，寺内珍藏有各种类型的释迦牟尼镀金铜像、佛教经典、三世达赖用过的马鞍、明清时代的壁画等珍贵文物，该寺每年藏历正月十五的酥油塑花会，被喻为“康区一绝”。
21667, 理县, http:\/\/b1-q.mafengwo.net\/s7\/M00\/94\/A4\/wKgB6lSoqV2AVEEqAAm6XT6pEgY534.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1816, 理县位于四川省西部，青藏高原东部，阿坝藏族羌族自治州东南缘，是藏族、羌族聚集地，少数民族风情浓厚。除了毕棚沟等绝美自然风光，羌寨等羌族风情也是理县吸引游客的重要原因之一。
12038, 攀枝花, http:\/\/n1-q.mafengwo.net\/s7\/M00\/EE\/4C\/wKgB6lSpDH6ADgBnAAaDttNlSwI189.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3348, 攀枝花市位于四川省西南部，金沙江和雅砻江交汇处，是中国唯一以花名命名的城市，为“南方丝绸之路”上重要的交通枢纽和商贸物资集散地。攀枝花矿产资源丰富，是是中国西部最大的钢铁钒钛和能源基地，被誉为“富甲天下的聚宝盆”、“中国西部工业明珠”。攀枝花市旅游资源丰富而独特，拥有国家、省级森林公园多处，被称为植物学家的天堂，有惊险刺激的“万里长江第一漂”，以及红格温泉、苏铁林、米易望月楼、青龙洞等景点。
14653, 自贡, http:\/\/n1-q.mafengwo.net\/s7\/M00\/EF\/D9\/wKgB6lSjtImAQLMZAAi0SjGklIU921.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3222, 自贡位于四川南部，拥有丰厚的历史文化积淀，独具风韵的人文景观和自然景观，以其独特的风采和格韵，屹立于中国城市之林。市内以自流井、贡井为主体的布局与起伏的山峦、蜿蜒的河溪交错穿插，形成了融山、水、城为一体的“半城青山半城楼”的山林城市风貌。此外，恐龙博物馆、彩灯博物馆、世界地质公园等人文景观也是值得一游的地方。
18829, 南充, http:\/\/b1-q.mafengwo.net\/s9\/M00\/3F\/9B\/wKgBs1cZl9WAJlEFAAD1UxIIr3c74.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3126, 南充市位于四川盆地东北、嘉陵江中游，是四川省第二人口大市。南充有2200多年的建城史，早在唐尧、虞舜之前便谓“果氏之国”。南充是三国文化和春节文化的发祥地，民风淳朴，民俗优雅，三国文化、丝绸文化、红色文化和嘉陵江文化交融生辉，川北大木偶、川北灯戏、川北剪纸、川北皮影饮誉中外，孕育了辞赋大家司马相如、史学大家陈寿、天文历法巨匠落下闳和忠义大将军纪信等众多历史名人。
15982, 蜀南竹海, http:\/\/n1-q.mafengwo.net\/s7\/M00\/91\/12\/wKgB6lSjYPKAC6J8AAeGweRSg_4270.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2944, 翠甲天下的蜀南竹海，位于四川南部的宜宾市境内，素以雄、险、幽、峻、秀著名，其中天皇寺，天宝寨、仙寓洞、青龙湖、七彩飞瀑、古战场、观云亭、翡翠长廊、茶化山、花溪十三桥等景观被称为“竹海十佳”。蜀南竹海景区内共有竹子400余种，7万余亩，是我国最大的集山水、溶洞、湖泊、瀑布于一体，兼有历史悠久的人文景观的最大原始“绿竹公园”；空气清新，纯净，离子含量较高，是我国一级环保旅游区。
13518, 泸州, http:\/\/n1-q.mafengwo.net\/s7\/M00\/8E\/66\/wKgB6lSooMaALgpoAAmxjASVcxc796.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2905, 泸州市位于四川省东南部，长江和沱江交汇处，中国唯一的酒城，世界级白酒产业基地，闻名遐尔的名酒泸州老窖和郎酒均出自于此。泸州旅游资源丰富，有西南最大的摩天轮、川南最豪华的的城市主题乐园—酒城乐园、泸州老窖景区、黄荆景区、太平古镇、福宝国家森林公园、画稿溪等。除了这些景点外，四川最不缺的便是美食，其中享誉全球的四川火锅便起源于泸州。
19375, 邛崃, http:\/\/p1-q.mafengwo.net\/s7\/M00\/B9\/FD\/wKgB6lSo2H2AXzf6AAbVlMXlOMw716.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2950, 邛崃位于成都平原西部，是四川最早的四大古城之一，有“天府南来第一州”之称。这里有天台山、竹溪湖、翁亭公园等著名景点，青山绿水，让人流连忘返。这里有文君井、回澜塔、平乐古镇等人文景观，历史文化更加厚重。
18974, 德阳, http:\/\/b1-q.mafengwo.net\/s7\/M00\/A0\/05\/wKgB6lSotkKAT3n6AAdt4kpXpWg371.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2891, 德阳位于四川省，是个历史悠久的城市，旅游资源得天独厚，人文景观占多数。尤其是古蜀国三星堆遗址，还有保存完好、建筑精美的西南地区最大的德阳孔庙；更有雄伟壮观的李冰陵及众多人文景观。当然这里的自然景观也不逊色，有位于龙门山国家地质公园，以“五绝四海”闻名的蓥华山风景名胜区等。这样集人文、自然为一体的德阳，值得前往！
18679, 江油, http:\/\/b1-q.mafengwo.net\/s7\/M00\/99\/32\/wKgB6lSornWAC3-sAAlVliw16pQ200.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2633, 江油市自然风光无限、人文昌盛，其太白祠、粉竹楼、陇西院，洗墨池、磨针溪、读书台等十多处遗迹感受诗仙李白饮酒作乐之欢；奇丽险峻的窦圌山、规模宏大的李白纪念馆、千姿百态的岩溶景观，风光如画的养马峡、涪江六峡以及神秘莫测的道教圣地乾元山等自然景观，以其独特的风光和文化吸引着大量的游客观光。
